"","state_abbreviation","county_name","release_year.x","smoke15","release_year.y","smoke20"
"1609","MO","scotland_county",2015,0.135,2020,0.2111973445
"1610","MO","scott_county",2015,0.243,2020,0.2240641182
"1611","MO","shannon_county",2015,0.316,2020,0.2375526419
"1612","MO","shelby_county",2015,0.114,2020,0.1936112007
"1613","MO","stoddard_county",2015,0.293,2020,0.2107352141
"1614","MO","stone_county",2015,0.247,2020,0.1851353286
"1615","MO","sullivan_county",2015,0.435,2020,0.1984301812
"1616","MO","taney_county",2015,0.307,2020,0.2077652829
"1617","MO","texas_county",2015,0.307,2020,0.229218501
"1618","MO","vernon_county",2015,0.227,2020,0.2059681482
"1619","MO","warren_county",2015,0.248,2020,0.1952760063
"1620","MO","washington_county",2015,0.34,2020,0.2226173624
"1621","MO","wayne_county",2015,0.367,2020,0.2356356537
"1622","MO","webster_county",2015,0.173,2020,0.2236314703
"1623","MO","worth_county",2015,NA,2020,0.1901334686
"1624","MO","wright_county",2015,0.237,2020,0.2482780858
"1625","MO","st._louis_city",2015,0.27,2020,0.2460123418
"1626","MT","montana",2015,0.181,2020,0.1715814697
"1627","MT","beaverhead_county",2015,0.11,2020,0.1461220347
"1628","MT","big_horn_county",2015,0.27,2020,0.2893644287
"1629","MT","blaine_county",2015,0.303,2020,0.2604204289
"1630","MT","broadwater_county",2015,0.11,2020,0.1528703608
"1631","MT","carbon_county",2015,0.156,2020,0.1440672961
"1632","MT","carter_county",2015,NA,2020,0.1445730294
"1633","MT","cascade_county",2015,0.178,2020,0.1683570847
"1634","MT","chouteau_county",2015,0.153,2020,0.1945985832
"1635","MT","custer_county",2015,0.146,2020,0.1520074476
"1636","MT","daniels_county",2015,0.142,2020,0.1342179688
"1637","MT","dawson_county",2015,0.154,2020,0.1445488617
"1638","MT","deer_lodge_county",2015,0.291,2020,0.1876629567
"1639","MT","fallon_county",2015,0.148,2020,0.1349986768
"1640","MT","fergus_county",2015,0.155,2020,0.1464997543
"1641","MT","flathead_county",2015,0.169,2020,0.1583357938
"1642","MT","gallatin_county",2015,0.134,2020,0.1437268088
"1643","MT","garfield_county",2015,0.199,2020,0.1468980363
"1644","MT","glacier_county",2015,0.352,2020,0.3059191378
"1645","MT","golden_valley_county",2015,NA,2020,0.1554080208
"1646","MT","granite_county",2015,0.21,2020,0.141929136
"1647","MT","hill_county",2015,0.302,2020,0.2291344156
"1648","MT","jefferson_county",2015,0.17,2020,0.1451936762
"1649","MT","judith_basin_county",2015,0.088,2020,0.1498125135
"1650","MT","lake_county",2015,0.23,2020,0.1952538709
"1651","MT","lewis_and_clark_county",2015,0.173,2020,0.1414021642
"1652","MT","liberty_county",2015,NA,2020,0.145263184
"1653","MT","lincoln_county",2015,0.207,2020,0.1613272834
"1654","MT","mccone_county",2015,NA,2020,0.1327318372
"1655","MT","madison_county",2015,0.129,2020,0.1384794954
"1656","MT","meagher_county",2015,0.177,2020,0.1697987153
"1657","MT","mineral_county",2015,0.199,2020,0.1779198375
"1658","MT","missoula_county",2015,0.173,2020,0.1697689863
"1659","MT","musselshell_county",2015,0.195,2020,0.1780968448
"1660","MT","park_county",2015,0.136,2020,0.1408404282
"1661","MT","petroleum_county",2015,NA,2020,0.1471489552
"1662","MT","phillips_county",2015,0.16,2020,0.1768961845
"1663","MT","pondera_county",2015,0.188,2020,0.1898557132
"1664","MT","powder_river_county",2015,0.16,2020,0.1548837048
"1665","MT","powell_county",2015,0.225,2020,0.1788678578
"1666","MT","prairie_county",2015,NA,2020,0.1317165581
"1667","MT","ravalli_county",2015,0.193,2020,0.1532736336
"1668","MT","richland_county",2015,0.186,2020,0.1407001498
"1669","MT","roosevelt_county",2015,0.274,2020,0.311958458
"1670","MT","rosebud_county",2015,0.211,2020,0.2099619251
"1671","MT","sanders_county",2015,0.219,2020,0.1837693074
"1672","MT","sheridan_county",2015,0.131,2020,0.1451009065
"1673","MT","silver_bow_county",2015,0.226,2020,0.1736256653
"1674","MT","stillwater_county",2015,0.142,2020,0.1344880817
"1675","MT","sweet_grass_county",2015,0.15,2020,0.1395205648
"1676","MT","teton_county",2015,0.176,2020,0.1488789666
"1677","MT","toole_county",2015,0.161,2020,0.176224944
"1678","MT","treasure_county",2015,NA,2020,0.1628501474
"1679","MT","valley_county",2015,0.176,2020,0.1603464045
"1680","MT","wheatland_county",2015,0.255,2020,0.1748251596
"1681","MT","wibaux_county",2015,NA,2020,0.1623065243
"1682","MT","yellowstone_county",2015,0.171,2020,0.1618898273
"1683","NE","nebraska",2015,0.176,2020,0.1539411734
"1684","NE","adams_county",2015,0.151,2020,0.1459706455
"1685","NE","antelope_county",2015,0.134,2020,0.1420167286
"1686","NE","arthur_county",2015,NA,2020,0.1465289338
"1687","NE","banner_county",2015,0.232,2020,0.1456652801
"1688","NE","blaine_county",2015,NA,2020,0.1314945388
"1689","NE","boone_county",2015,0.125,2020,0.1387906685
"1690","NE","box_butte_county",2015,0.206,2020,0.1551019114
"1691","NE","boyd_county",2015,0.15,2020,0.1331625689
"1692","NE","brown_county",2015,0.167,2020,0.1562561432
"1693","NE","buffalo_county",2015,0.15,2020,0.1479660832
"1694","NE","burt_county",2015,0.173,2020,0.1703178364
"1695","NE","butler_county",2015,0.208,2020,0.1364821212
"1696","NE","cass_county",2015,0.186,2020,0.1558773076
"1697","NE","cedar_county",2015,0.122,2020,0.1263550952
"1698","NE","chase_county",2015,0.111,2020,0.1441586791
"1699","NE","cherry_county",2015,0.148,2020,0.1434746814
"1700","NE","cheyenne_county",2015,0.179,2020,0.1395940291
"1701","NE","clay_county",2015,0.138,2020,0.1478798001
"1702","NE","colfax_county",2015,0.168,2020,0.1487880765
"1703","NE","cuming_county",2015,0.139,2020,0.1306847538
"1704","NE","custer_county",2015,0.13,2020,0.1479918233
"1705","NE","dakota_county",2015,0.205,2020,0.1689220353
"1706","NE","dawes_county",2015,0.177,2020,0.1495495499
"1707","NE","dawson_county",2015,0.183,2020,0.1395749112
"1708","NE","deuel_county",2015,0.211,2020,0.1394962069
"1709","NE","dixon_county",2015,0.181,2020,0.130838361
"1710","NE","dodge_county",2015,0.204,2020,0.1739900728
"1711","NE","douglas_county",2015,0.193,2020,0.1589361354
"1712","NE","dundy_county",2015,0.124,2020,0.156888851
"1713","NE","fillmore_county",2015,0.134,2020,0.1377712701
"1714","NE","franklin_county",2015,0.179,2020,0.1471571437
"1715","NE","frontier_county",2015,0.124,2020,0.1385209261
"1716","NE","furnas_county",2015,0.168,2020,0.1553281938
"1717","NE","gage_county",2015,0.214,2020,0.1459456533
"1718","NE","garden_county",2015,0.231,2020,0.1426143155
"1719","NE","garfield_county",2015,0.111,2020,0.1334198696
"1720","NE","gosper_county",2015,NA,2020,0.1228790391
"1721","NE","grant_county",2015,NA,2020,0.1639898566
"1722","NE","greeley_county",2015,0.101,2020,0.1326973918
"1723","NE","hall_county",2015,0.168,2020,0.1571880189
"1724","NE","hamilton_county",2015,0.154,2020,0.1253978336
"1725","NE","harlan_county",2015,0.169,2020,0.1503883813
"1726","NE","hayes_county",2015,0.113,2020,0.1415429243
"1727","NE","hitchcock_county",2015,0.209,2020,0.1610582183
"1728","NE","holt_county",2015,0.131,2020,0.1344544389
"1729","NE","hooker_county",2015,NA,2020,0.1300172646
"1730","NE","howard_county",2015,0.131,2020,0.148096562
"1731","NE","jefferson_county",2015,0.167,2020,0.1544844593
"1732","NE","johnson_county",2015,0.188,2020,0.158611278
"1733","NE","kearney_county",2015,0.172,2020,0.1492266342
"1734","NE","keith_county",2015,0.188,2020,0.1510700571
"1735","NE","keya_paha_county",2015,0.136,2020,0.1185104217
"1736","NE","kimball_county",2015,0.251,2020,0.1514006041
"1737","NE","knox_county",2015,0.136,2020,0.1348708893
"1738","NE","lancaster_county",2015,0.183,2020,0.1289922142
"1739","NE","lincoln_county",2015,0.162,2020,0.1581891442
"1740","NE","logan_county",2015,NA,2020,0.1465860801
"1741","NE","loup_county",2015,NA,2020,0.1305580222
"1742","NE","mcpherson_county",2015,0.197,2020,0.1428615174
"1743","NE","madison_county",2015,0.176,2020,0.15489283
"1744","NE","merrick_county",2015,0.175,2020,0.1555087525
"1745","NE","morrill_county",2015,0.195,2020,0.1459330521
"1746","NE","nance_county",2015,0.133,2020,0.1513503873
"1747","NE","nemaha_county",2015,0.174,2020,0.1470043137
"1748","NE","nuckolls_county",2015,0.134,2020,0.1418944577
"1749","NE","otoe_county",2015,0.173,2020,0.137629247
"1750","NE","pawnee_county",2015,0.088,2020,0.1529865176
"1751","NE","perkins_county",2015,0.161,2020,0.1206933963
"1752","NE","phelps_county",2015,0.133,2020,0.1338236257
"1753","NE","pierce_county",2015,0.133,2020,0.145828616
"1754","NE","platte_county",2015,0.148,2020,0.1489869763
"1755","NE","polk_county",2015,0.177,2020,0.1360169647
"1756","NE","red_willow_county",2015,0.175,2020,0.1562492246
"1757","NE","richardson_county",2015,0.183,2020,0.1681022825
"1758","NE","rock_county",2015,0.115,2020,0.1318272905
"1759","NE","saline_county",2015,0.138,2020,0.1547058982
"1760","NE","sarpy_county",2015,0.167,2020,0.1297344456
"1761","NE","saunders_county",2015,0.19,2020,0.1404424784
"1762","NE","scotts_bluff_county",2015,0.176,2020,0.1820336043
"1763","NE","seward_county",2015,0.143,2020,0.1358258961
"1764","NE","sheridan_county",2015,0.12,2020,0.162492126
"1765","NE","sherman_county",2015,0.175,2020,0.1400569482
"1766","NE","sioux_county",2015,0.144,2020,0.1414451132
"1767","NE","stanton_county",2015,0.225,2020,0.1406903313
"1768","NE","thayer_county",2015,0.122,2020,0.1346677152
"1769","NE","thomas_county",2015,NA,2020,0.1376504718
"1770","NE","thurston_county",2015,0.344,2020,0.2701198096
"1771","NE","valley_county",2015,0.088,2020,0.141785654
"1772","NE","washington_county",2015,0.173,2020,0.1361038606
"1773","NE","wayne_county",2015,0.128,2020,0.1392901606
"1774","NE","webster_county",2015,0.118,2020,0.1513020966
"1775","NE","wheeler_county",2015,NA,2020,0.1451294559
"1776","NE","york_county",2015,0.181,2020,0.1420626977
"1777","NV","nevada",2015,0.208,2020,0.1758640131
"1778","NV","churchill_county",2015,0.235,2020,0.1810033228
"1779","NV","clark_county",2015,0.21,2020,0.1697970467
"1780","NV","douglas_county",2015,0.178,2020,0.1415392219
"1781","NV","elko_county",2015,0.243,2020,0.1718416404
"1782","NV","esmeralda_county",2015,NA,2020,0.1929152261
"1783","NV","eureka_county",2015,NA,2020,0.1707759367
"1784","NV","humboldt_county",2015,0.216,2020,0.1713560073
"1785","NV","lander_county",2015,0.172,2020,0.1711454245
"1786","NV","lincoln_county",2015,0.145,2020,0.1606139244
"1787","NV","lyon_county",2015,0.249,2020,0.2064720726
"1788","NV","mineral_county",2015,0.267,2020,0.2147184907
"1789","NV","nye_county",2015,0.263,2020,0.1801625477
"1790","NV","pershing_county",2015,0.263,2020,0.1795000836
"1791","NV","storey_county",2015,0.222,2020,0.1528190069
"1792","NV","washoe_county",2015,0.183,2020,0.1516561963
"1793","NV","white_pine_county",2015,0.2,2020,0.1775645913
"1794","NV","carson_city",2015,0.214,2020,0.1897246173
"1795","NH","new_hampshire",2015,0.167,2020,0.1566527419
"1796","NH","belknap_county",2015,0.181,2020,0.1426895515
"1797","NH","carroll_county",2015,0.178,2020,0.1479899726
"1798","NH","cheshire_county",2015,0.172,2020,0.1662463549
"1799","NH","coos_county",2015,0.215,2020,0.1650977817
"1800","NH","grafton_county",2015,0.168,2020,0.1323682887
"1801","NH","hillsborough_county",2015,0.16,2020,0.13527797
"1802","NH","merrimack_county",2015,0.153,2020,0.1360364507
"1803","NH","rockingham_county",2015,0.158,2020,0.1245844062
"1804","NH","strafford_county",2015,0.185,2020,0.17177487
"1805","NH","sullivan_county",2015,0.197,2020,0.1625616254
"1806","NJ","new_jersey",2015,0.156,2020,0.1373893182
"1807","NJ","atlantic_county",2015,0.201,2020,0.156441948
"1808","NJ","bergen_county",2015,0.14,2020,0.1141098699
"1809","NJ","burlington_county",2015,0.148,2020,0.1244563816
"1810","NJ","camden_county",2015,0.192,2020,0.1613460917
"1811","NJ","cape_may_county",2015,0.207,2020,0.1575610744
"1812","NJ","cumberland_county",2015,0.241,2020,0.1826114668
"1813","NJ","essex_county",2015,0.148,2020,0.1423538927
"1814","NJ","gloucester_county",2015,0.192,2020,0.1561131845
"1815","NJ","hudson_county",2015,0.163,2020,0.1538203815
"1816","NJ","hunterdon_county",2015,0.128,2020,0.1252955142
"1817","NJ","mercer_county",2015,0.133,2020,0.1355615998
"1818","NJ","middlesex_county",2015,0.123,2020,0.1097046789
"1819","NJ","monmouth_county",2015,0.158,2020,0.1336045242
"1820","NJ","morris_county",2015,0.125,2020,0.1211193518
"1821","NJ","ocean_county",2015,0.173,2020,0.1444327372
"1822","NJ","passaic_county",2015,0.167,2020,0.1378206914
"1823","NJ","salem_county",2015,0.246,2020,0.1779365465
"1824","NJ","somerset_county",2015,0.093,2020,0.1084382115
"1825","NJ","sussex_county",2015,0.184,2020,0.1375730572
"1826","NJ","union_county",2015,0.149,2020,0.1307573586
"1827","NJ","warren_county",2015,0.186,2020,0.1433012764
"1828","NM","new_mexico",2015,0.187,2020,0.1748559441
"1829","NM","bernalillo_county",2015,0.175,2020,0.1520998963
"1830","NM","catron_county",2015,0.213,2020,0.1447911682
"1831","NM","chaves_county",2015,0.219,2020,0.1743944482
"1832","NM","cibola_county",2015,0.186,2020,0.2325305817
"1833","NM","colfax_county",2015,0.211,2020,0.1694809983
"1834","NM","curry_county",2015,0.226,2020,0.1899906272
"1835","NM","debaca_county",2015,0.198,2020,0.1649320264
"1836","NM","dona_ana_county",2015,0.158,2020,0.1642898942
"1837","NM","eddy_county",2015,0.209,2020,0.1553087037
"1838","NM","grant_county",2015,0.18,2020,0.143534322
"1839","NM","guadalupe_county",2015,0.328,2020,0.1493256997
"1840","NM","harding_county",2015,NA,2020,0.1374218585
"1841","NM","hidalgo_county",2015,NA,2020,0.1702488815
"1842","NM","lea_county",2015,0.212,2020,0.167793962
"1843","NM","lincoln_county",2015,0.221,2020,0.1591402617
"1844","NM","los_alamos_county",2015,0.095,2020,0.114489648
"1845","NM","luna_county",2015,0.188,2020,0.1921608449
"1846","NM","mckinley_county",2015,0.144,2020,0.2162166965
"1847","NM","mora_county",2015,0.171,2020,0.1868248679
"1848","NM","otero_county",2015,0.24,2020,0.1932136557
"1849","NM","quay_county",2015,0.275,2020,0.1682277086
"1850","NM","rio_arriba_county",2015,0.217,2020,0.1793258266
"1851","NM","roosevelt_county",2015,0.226,2020,0.1793080561
"1852","NM","sandoval_county",2015,0.155,2020,0.1619123681
"1853","NM","san_juan_county",2015,0.227,2020,0.2162104602
"1854","NM","san_miguel_county",2015,0.24,2020,0.1835512046
"1855","NM","santa_fe_county",2015,0.163,2020,0.13676492
"1856","NM","sierra_county",2015,0.245,2020,0.1575035949
"1857","NM","socorro_county",2015,0.169,2020,0.1880198702
"1858","NM","taos_county",2015,0.164,2020,0.1633172204
"1859","NM","torrance_county",2015,0.33,2020,0.1955110932
"1860","NM","union_county",2015,0.084,2020,0.1534797799
"1861","NM","valencia_county",2015,0.225,2020,0.1706638115
"1862","NY","new_york",2015,0.166,2020,0.1409140114
"1863","NY","albany_county",2015,0.174,2020,0.1453185466
"1864","NY","allegany_county",2015,0.214,2020,0.1655903538
"1865","NY","bronx_county",2015,0.184,2020,0.1592116872
"1866","NY","broome_county",2015,0.195,2020,0.1551405143
"1867","NY","cattaraugus_county",2015,0.231,2020,0.1675436036
"1868","NY","cayuga_county",2015,0.278,2020,0.1571761064
"1869","NY","chautauqua_county",2015,0.236,2020,0.1710859469
"1870","NY","chemung_county",2015,0.234,2020,0.1680214825
"1871","NY","chenango_county",2015,0.226,2020,0.1625396801
"1872","NY","clinton_county",2015,0.161,2020,0.1675344737
"1873","NY","columbia_county",2015,0.136,2020,0.145780036
"1874","NY","cortland_county",2015,0.212,2020,0.1530232844
"1875","NY","delaware_county",2015,0.16,2020,0.1584691835
"1876","NY","dutchess_county",2015,0.138,2020,0.1504086551
"1877","NY","erie_county",2015,0.162,2020,0.1725372426
"1878","NY","essex_county",2015,0.14,2020,0.1375657786
"1879","NY","franklin_county",2015,0.187,2020,0.1869897222
"1880","NY","fulton_county",2015,0.181,2020,0.1838344499
"1881","NY","genesee_county",2015,0.184,2020,0.1592210155
"1882","NY","greene_county",2015,0.267,2020,0.1544606035
"1883","NY","hamilton_county",2015,NA,2020,0.1393683141
"1884","NY","herkimer_county",2015,0.193,2020,0.1782729688
"1885","NY","jefferson_county",2015,0.26,2020,0.1601914683
"1886","NY","kings_county",2015,0.139,2020,0.13840802
"1887","NY","lewis_county",2015,0.2,2020,0.1568566686
"1888","NY","livingston_county",2015,0.17,2020,0.1532609978
"1889","NY","madison_county",2015,0.224,2020,0.1515958424
"1890","NY","monroe_county",2015,0.181,2020,0.1515144227
"1891","NY","montgomery_county",2015,0.306,2020,0.1653712749
"1892","NY","nassau_county",2015,0.121,2020,0.1122536464
"1893","NY","new_york_county",2015,0.129,2020,0.1241823421
"1894","NY","niagara_county",2015,0.23,2020,0.1680214371
"1895","NY","oneida_county",2015,0.232,2020,0.1683525727
"1896","NY","onondaga_county",2015,0.163,2020,0.1575882059
"1897","NY","ontario_county",2015,0.145,2020,0.1404008102
"1898","NY","orange_county",2015,0.205,2020,0.1514202321
"1899","NY","orleans_county",2015,0.287,2020,0.17041979
"1900","NY","oswego_county",2015,0.297,2020,0.1860683158
"1901","NY","otsego_county",2015,0.176,2020,0.1550593136
"1902","NY","putnam_county",2015,0.097,2020,0.1263148198
"1903","NY","queens_county",2015,0.132,2020,0.1242777748
"1904","NY","rensselaer_county",2015,0.186,2020,0.1456438162
"1905","NY","richmond_county",2015,0.182,2020,0.1537341777
"1906","NY","rockland_county",2015,0.085,2020,0.121652885
"1907","NY","st._lawrence_county",2015,0.267,2020,0.1738965495
"1908","NY","saratoga_county",2015,0.161,2020,0.1479515368
"1909","NY","schenectady_county",2015,0.179,2020,0.1414383626
"1910","NY","schoharie_county",2015,0.254,2020,0.1498757521
"1911","NY","schuyler_county",2015,0.287,2020,0.1621694372
"1912","NY","seneca_county",2015,0.231,2020,0.1583434488
"1913","NY","steuben_county",2015,0.304,2020,0.1539756419
"1914","NY","suffolk_county",2015,0.178,2020,0.1262548147
"1915","NY","sullivan_county",2015,0.258,2020,0.1614407528
"1916","NY","tioga_county",2015,0.138,2020,0.1565940552
"1917","NY","tompkins_county",2015,0.125,2020,0.1414917359
"1918","NY","ulster_county",2015,0.227,2020,0.1572173015
"1919","NY","warren_county",2015,0.245,2020,0.142160231
"1920","NY","washington_county",2015,0.281,2020,0.1535492042
"1921","NY","wayne_county",2015,0.212,2020,0.1609241112
"1922","NY","westchester_county",2015,0.13,2020,0.1137154602
"1923","NY","wyoming_county",2015,0.183,2020,0.1589791286
"1924","NY","yates_county",2015,0.248,2020,0.1513063247
"1925","NC","north_carolina",2015,0.202,2020,0.1719453047
"1926","NC","alamance_county",2015,0.238,2020,0.1709856025
"1927","NC","alexander_county",2015,0.26,2020,0.1656872447
"1928","NC","alleghany_county",2015,0.271,2020,0.1720532183
"1929","NC","anson_county",2015,0.198,2020,0.2021710468
"1930","NC","ashe_county",2015,0.24,2020,0.167474188
"1931","NC","avery_county",2015,0.245,2020,0.1738596539
"1932","NC","beaufort_county",2015,0.283,2020,0.1769732422
"1933","NC","bertie_county",2015,0.185,2020,0.1995360125
"1934","NC","bladen_county",2015,0.206,2020,0.1873988081
"1935","NC","brunswick_county",2015,0.214,2020,0.1499510475
"1936","NC","buncombe_county",2015,0.2,2020,0.1663768144
"1937","NC","burke_county",2015,0.242,2020,0.173031982
"1938","NC","cabarrus_county",2015,0.193,2020,0.1552044606
"1939","NC","caldwell_county",2015,0.225,2020,0.1672011169
"1940","NC","camden_county",2015,0.172,2020,0.1555760781
"1941","NC","carteret_county",2015,0.214,2020,0.1564647399
"1942","NC","caswell_county",2015,0.358,2020,0.1766468938
"1943","NC","catawba_county",2015,0.225,2020,0.1602464796
"1944","NC","chatham_county",2015,0.204,2020,0.1417891525
"1945","NC","cherokee_county",2015,0.251,2020,0.17350195
"1946","NC","chowan_county",2015,0.299,2020,0.1797144501
"1947","NC","clay_county",2015,0.207,2020,0.1631099429
"1948","NC","cleveland_county",2015,0.243,2020,0.1837049576
"1949","NC","columbus_county",2015,0.23,2020,0.1920530509
"1950","NC","craven_county",2015,0.221,2020,0.156588877
"1951","NC","cumberland_county",2015,0.221,2020,0.1809085747
"1952","NC","currituck_county",2015,0.264,2020,0.1537226844
"1953","NC","dare_county",2015,0.309,2020,0.157578202
"1954","NC","davidson_county",2015,0.257,2020,0.1785797094
"1955","NC","davie_county",2015,0.225,2020,0.1507357569
"1956","NC","duplin_county",2015,0.204,2020,0.213033962
"1957","NC","durham_county",2015,0.136,2020,0.1478937225
"1958","NC","edgecombe_county",2015,0.209,2020,0.2079478765
"1959","NC","forsyth_county",2015,0.197,2020,0.1837982048
"1960","NC","franklin_county",2015,0.267,2020,0.1800853694
"1961","NC","gaston_county",2015,0.258,2020,0.1676801465
"1962","NC","gates_county",2015,NA,2020,0.1582855843
"1963","NC","graham_county",2015,0.224,2020,0.182984576
"1964","NC","granville_county",2015,0.228,2020,0.1662712889
"1965","NC","greene_county",2015,NA,2020,0.1977367131
"1966","NC","guilford_county",2015,0.167,2020,0.1581145302
"1967","NC","halifax_county",2015,0.213,2020,0.202366134
"1968","NC","harnett_county",2015,0.257,2020,0.189103602
"1969","NC","haywood_county",2015,0.261,2020,0.1818128124
"1970","NC","henderson_county",2015,0.174,2020,0.1395995578
"1971","NC","hertford_county",2015,0.265,2020,0.1933254559
"1972","NC","hoke_county",2015,0.201,2020,0.2020812102
"1973","NC","hyde_county",2015,NA,2020,0.1731200094
"1974","NC","iredell_county",2015,0.197,2020,0.1543159383
"1975","NC","jackson_county",2015,0.222,2020,0.175268077
"1976","NC","johnston_county",2015,0.254,2020,0.1768175871
"1977","NC","jones_county",2015,0.442,2020,0.1861275476
"1978","NC","lee_county",2015,0.2,2020,0.1684535569
"1979","NC","lenoir_county",2015,0.161,2020,0.1931611817
"1980","NC","lincoln_county",2015,0.173,2020,0.1621411102
"1981","NC","mcdowell_county",2015,0.231,2020,0.1856570274
"1982","NC","macon_county",2015,0.209,2020,0.1591412664
"1983","NC","madison_county",2015,0.224,2020,0.1683479765
"1984","NC","martin_county",2015,0.118,2020,0.1924370157
"1985","NC","mecklenburg_county",2015,0.138,2020,0.1391919475
"1986","NC","mitchell_county",2015,0.26,2020,0.1570185089
"1987","NC","montgomery_county",2015,NA,2020,0.1754442558
"1988","NC","moore_county",2015,0.154,2020,0.1427614957
"1989","NC","nash_county",2015,0.224,2020,0.182998577
"1990","NC","new_hanover_county",2015,0.18,2020,0.1585235264
"1991","NC","northampton_county",2015,0.215,2020,0.1947120478
"1992","NC","onslow_county",2015,0.248,2020,0.1779553216
"1993","NC","orange_county",2015,0.116,2020,0.1424170725
"1994","NC","pamlico_county",2015,NA,2020,0.1596198542
"1995","NC","pasquotank_county",2015,0.348,2020,0.1811929658
"1996","NC","pender_county",2015,0.281,2020,0.1631856734
"1997","NC","perquimans_county",2015,0.21,2020,0.1678892087
"1998","NC","person_county",2015,0.27,2020,0.1813662967
"1999","NC","pitt_county",2015,0.192,2020,0.1737369018
"2000","NC","polk_county",2015,0.189,2020,0.1380267991
"2001","NC","randolph_county",2015,0.234,2020,0.1801229409
"2002","NC","richmond_county",2015,0.261,2020,0.2067341232
"2003","NC","robeson_county",2015,0.256,2020,0.2405759422
"2004","NC","rockingham_county",2015,0.275,2020,0.176739895
"2005","NC","rowan_county",2015,0.249,2020,0.1712558284
"2006","NC","rutherford_county",2015,0.265,2020,0.1941526993
"2007","NC","sampson_county",2015,0.169,2020,0.1907020493
"2008","NC","scotland_county",2015,0.248,2020,0.2286667017
"2009","NC","stanly_county",2015,0.253,2020,0.1670805068
"2010","NC","stokes_county",2015,0.361,2020,0.1590693612
"2011","NC","surry_county",2015,0.275,2020,0.1719515672
"2012","NC","swain_county",2015,0.299,2020,0.218581178
"2013","NC","transylvania_county",2015,0.227,2020,0.1569634598
"2014","NC","tyrrell_county",2015,NA,2020,0.2082743945
"2015","NC","union_county",2015,0.164,2020,0.1467066046
"2016","NC","vance_county",2015,0.275,2020,0.202095257
"2017","NC","wake_county",2015,0.129,2020,0.1219493775
"2018","NC","warren_county",2015,0.225,2020,0.1904459273
"2019","NC","washington_county",2015,NA,2020,0.1881171877
"2020","NC","watauga_county",2015,0.164,2020,0.1801206082
"2021","NC","wayne_county",2015,0.236,2020,0.1765439252
"2022","NC","wilkes_county",2015,0.28,2020,0.1785546204
"2023","NC","wilson_county",2015,0.121,2020,0.1806011006
"2024","NC","yadkin_county",2015,0.255,2020,0.178972454
"2025","NC","yancey_county",2015,0.214,2020,0.1681119175
"2026","ND","north_dakota",2015,0.181,2020,0.1826962381
"2027","ND","adams_county",2015,0.112,2020,0.1496579774
"2028","ND","barnes_county",2015,0.164,2020,0.1568860574
"2029","ND","benson_county",2015,0.345,2020,0.3024259538
"2030","ND","billings_county",2015,NA,2020,0.1492547466
"2031","ND","bottineau_county",2015,0.228,2020,0.15728721
"2032","ND","bowman_county",2015,0.109,2020,0.1380404011
"2033","ND","burke_county",2015,0.247,2020,0.1635796527
"2034","ND","burleigh_county",2015,0.133,2020,0.1555858894
"2035","ND","cass_county",2015,0.161,2020,0.1624414342
"2036","ND","cavalier_county",2015,0.204,2020,0.1436280808
"2037","ND","dickey_county",2015,0.164,2020,0.1407311428
"2038","ND","divide_county",2015,0.263,2020,0.1655712168
"2039","ND","dunn_county",2015,0.128,2020,0.173950582
"2040","ND","eddy_county",2015,0.146,2020,0.1686255823
"2041","ND","emmons_county",2015,0.116,2020,0.1532373928
"2042","ND","foster_county",2015,0.189,2020,0.1556353399
"2043","ND","golden_valley_county",2015,0.187,2020,0.1711463045
"2044","ND","grand_forks_county",2015,0.147,2020,0.1616283515
"2045","ND","grant_county",2015,NA,2020,0.146636131
"2046","ND","griggs_county",2015,0.156,2020,0.1490631159
"2047","ND","hettinger_county",2015,0.083,2020,0.1577930379
"2048","ND","kidder_county",2015,0.15,2020,0.1592542939
"2049","ND","lamoure_county",2015,0.266,2020,0.1592295808
"2050","ND","logan_county",2015,0.162,2020,0.1417326039
"2051","ND","mchenry_county",2015,0.181,2020,0.1614035364
"2052","ND","mcintosh_county",2015,0.186,2020,0.143459522
"2053","ND","mckenzie_county",2015,0.256,2020,0.1914847239
"2054","ND","mclean_county",2015,0.188,2020,0.1596480951
"2055","ND","mercer_county",2015,0.151,2020,0.1645612775
"2056","ND","morton_county",2015,0.181,2020,0.1799218638
"2057","ND","mountrail_county",2015,0.237,2020,0.2153758835
"2058","ND","nelson_county",2015,0.178,2020,0.1511054442
"2059","ND","oliver_county",2015,NA,2020,0.1421093009
"2060","ND","pembina_county",2015,0.174,2020,0.1606549964
"2061","ND","pierce_county",2015,0.185,2020,0.1702099321
"2062","ND","ramsey_county",2015,0.237,2020,0.17037443
"2063","ND","ransom_county",2015,0.136,2020,0.1462715999
"2064","ND","renville_county",2015,0.242,2020,0.1588819394
"2065","ND","richland_county",2015,0.187,2020,0.1558215384
"2066","ND","rolette_county",2015,0.358,2020,0.3757900522
"2067","ND","sargent_county",2015,0.166,2020,0.1534108125
"2068","ND","sheridan_county",2015,0.149,2020,0.1567236214
"2069","ND","sioux_county",2015,0.443,2020,0.3870476327
"2070","ND","slope_county",2015,NA,2020,0.154554073
"2071","ND","stark_county",2015,0.191,2020,0.1746650046
"2072","ND","steele_county",2015,0.121,2020,0.1366254609
"2073","ND","stutsman_county",2015,0.172,2020,0.1679997098
"2074","ND","towner_county",2015,0.139,2020,0.1657282226
