"","state_abbreviation","county_name","release_year.x","smoke15","release_year.y","smoke20"
"1","US","united_states",2015,0.203,2020,0.1708001743
"2","AL","alabama",2015,0.219,2020,0.2092735311
"3","AL","autauga_county",2015,0.217,2020,0.1808155718
"4","AL","baldwin_county",2015,0.206,2020,0.174890326
"5","AL","barbour_county",2015,0.251,2020,0.2199998453
"6","AL","bibb_county",2015,0.259,2020,0.1911419989
"7","AL","blount_county",2015,0.213,2020,0.1920867197
"8","AL","bullock_county",2015,0.378,2020,0.2289466401
"9","AL","butler_county",2015,0.305,2020,0.2176533496
"10","AL","calhoun_county",2015,0.244,2020,0.2061256037
"11","AL","chambers_county",2015,0.241,2020,0.1939292705
"12","AL","cherokee_county",2015,0.244,2020,0.1749867379
"13","AL","chilton_county",2015,0.201,2020,0.2018897906
"14","AL","choctaw_county",2015,0.199,2020,0.1879324829
"15","AL","clarke_county",2015,0.137,2020,0.2057965532
"16","AL","clay_county",2015,0.262,2020,0.1962035415
"17","AL","cleburne_county",2015,0.189,2020,0.1837446577
"18","AL","coffee_county",2015,0.177,2020,0.1744475759
"19","AL","colbert_county",2015,0.296,2020,0.1865882106
"20","AL","conecuh_county",2015,0.229,2020,0.2110751296
"21","AL","coosa_county",2015,0.3,2020,0.2039996562
"22","AL","covington_county",2015,0.287,2020,0.1924945154
"23","AL","crenshaw_county",2015,0.166,2020,0.1864692956
"24","AL","cullman_county",2015,0.22,2020,0.1790107122
"25","AL","dale_county",2015,0.212,2020,0.2005739493
"26","AL","dallas_county",2015,0.206,2020,0.2408899101
"27","AL","dekalb_county",2015,0.18,2020,0.2102827079
"28","AL","elmore_county",2015,0.214,2020,0.1745250185
"29","AL","escambia_county",2015,0.209,2020,0.2241258458
"30","AL","etowah_county",2015,0.26,2020,0.201473986
"31","AL","fayette_county",2015,0.141,2020,0.1800159326
"32","AL","franklin_county",2015,0.245,2020,0.1925058304
"33","AL","geneva_county",2015,0.325,2020,0.2000360328
"34","AL","greene_county",2015,0.181,2020,0.2463281871
"35","AL","hale_county",2015,NA,2020,0.2207729134
"36","AL","henry_county",2015,0.17,2020,0.1842984544
"37","AL","houston_county",2015,0.184,2020,0.1924978278
"38","AL","jackson_county",2015,0.221,2020,0.1995892088
"39","AL","jefferson_county",2015,0.212,2020,0.1762204526
"40","AL","lamar_county",2015,0.261,2020,0.20430552
"41","AL","lauderdale_county",2015,0.177,2020,0.166560043
"42","AL","lawrence_county",2015,0.278,2020,0.2018764616
"43","AL","lee_county",2015,0.183,2020,0.1756014041
"44","AL","limestone_county",2015,0.219,2020,0.1817335659
"45","AL","lowndes_county",2015,0.226,2020,0.2261591119
"46","AL","macon_county",2015,0.138,2020,0.2141469639
"47","AL","madison_county",2015,0.183,2020,0.168201727
"48","AL","marengo_county",2015,0.168,2020,0.2135600035
"49","AL","marion_county",2015,0.269,2020,0.1906020361
"50","AL","marshall_county",2015,0.277,2020,0.2101785348
"51","AL","mobile_county",2015,0.238,2020,0.1936996915
"52","AL","monroe_county",2015,0.207,2020,0.2325753896
"53","AL","montgomery_county",2015,0.192,2020,0.1968315291
"54","AL","morgan_county",2015,0.239,2020,0.1885570615
"55","AL","perry_county",2015,0.259,2020,0.2600308857
"56","AL","pickens_county",2015,0.181,2020,0.2119912304
"57","AL","pike_county",2015,0.183,2020,0.2060465618
"58","AL","randolph_county",2015,0.281,2020,0.1899835753
"59","AL","russell_county",2015,0.239,2020,0.2179131984
"60","AL","st._clair_county",2015,0.272,2020,0.1833530128
"61","AL","shelby_county",2015,0.18,2020,0.1556115747
"62","AL","sumter_county",2015,0.17,2020,0.2249191497
"63","AL","talladega_county",2015,0.231,2020,0.2315986226
"64","AL","tallapoosa_county",2015,0.267,2020,0.1818006718
"65","AL","tuscaloosa_county",2015,0.217,2020,0.178726324
"66","AL","walker_county",2015,0.277,2020,0.2268098456
"67","AL","washington_county",2015,0.195,2020,0.2079009208
"68","AL","wilcox_county",2015,0.189,2020,0.2206663015
"69","AL","winston_county",2015,0.228,2020,0.196479681
"70","AK","alaska",2015,0.208,2020,0.2100785366
"71","AK","aleutians_east_borough",2015,0.382,2020,0.1664681092
"72","AK","aleutians_west_census_area",2015,0.267,2020,0.1514282335
"73","AK","anchorage_borough",2015,0.157,2020,0.1504143203
"74","AK","bethel_census_area",2015,0.299,2020,0.304180171
"75","AK","bristol_bay_borough",2015,0.264,2020,0.1813764362
"76","AK","denali_borough",2015,0.214,2020,0.175746877
"77","AK","dillingham_census_area",2015,0.386,2020,0.2693081718
"78","AK","fairbanks_north_star_borough",2015,0.194,2020,0.1585357887
"79","AK","haines_borough",2015,0.141,2020,0.161178286
"80","AK","juneau_borough",2015,0.175,2020,0.1658487086
"81","AK","kenai_peninsula_borough",2015,0.212,2020,0.1733815308
"82","AK","ketchikan_gateway_borough",2015,0.225,2020,0.1693510011
"83","AK","kodiak_island_borough",2015,0.198,2020,0.1543897324
"84","AK","lake_and_peninsula_borough",2015,0.252,2020,0.2830118877
"85","AK","matanuska-susitna_borough",2015,0.262,2020,0.1750057946
"86","AK","nome_census_area",2015,0.401,2020,0.3153057287
"87","AK","north_slope_borough",2015,0.453,2020,0.2385108657
"88","AK","northwest_arctic_borough",2015,0.482,2020,0.3051691785
"89","AK","prince_of_wales-outer_ketchikan_census_area",2015,0.312,NA,NA
"90","AK","sitka_borough",2015,0.213,2020,0.1625045499
"91","AK","skagway-hoonah-angoon_census_area",2015,0.227,NA,NA
"92","AK","southeast_fairbanks_census_area",2015,0.216,2020,0.1961017034
"93","AK","valdez-cordova_census_area",2015,0.232,2020,0.1659062272
"94","AK","wade_hampton_census_area",2015,0.361,NA,NA
"95","AK","wrangell-petersburg_census_area",2015,0.187,NA,NA
"96","AK","yakutat_borough",2015,NA,2020,0.1987994674
"97","AK","yukon-koyukuk_census_area",2015,0.405,2020,0.2969143357
"98","AZ","arizona",2015,0.166,2020,0.1555500301
"99","AZ","apache_county",2015,0.184,2020,0.2151310702
"100","AZ","cochise_county",2015,0.217,2020,0.1499584566
"101","AZ","coconino_county",2015,0.152,2020,0.1599018603
"102","AZ","gila_county",2015,0.244,2020,0.1762810473
"103","AZ","graham_county",2015,0.163,2020,0.1753449299
"104","AZ","greenlee_county",2015,0.198,2020,0.1426994985
"105","AZ","la_paz_county",2015,0.185,2020,0.155210102
"106","AZ","maricopa_county",2015,0.158,2020,0.1368639825
"107","AZ","mohave_county",2015,0.269,2020,0.1935284304
"108","AZ","navajo_county",2015,0.168,2020,0.2061197836
"109","AZ","pima_county",2015,0.156,2020,0.1491646119
"110","AZ","pinal_county",2015,0.173,2020,0.162744735
"111","AZ","santa_cruz_county",2015,0.173,2020,0.1457144926
"112","AZ","yavapai_county",2015,0.193,2020,0.1706533007
"113","AZ","yuma_county",2015,0.14,2020,0.1332703585
"114","AR","arkansas",2015,0.224,2020,0.2228625875
"115","AR","arkansas_county",2015,0.22,2020,0.200832304
"116","AR","ashley_county",2015,0.299,2020,0.2045206693
"117","AR","baxter_county",2015,0.239,2020,0.1624281588
"118","AR","benton_county",2015,0.168,2020,0.1651315672
"119","AR","boone_county",2015,0.146,2020,0.1990299442
"120","AR","bradley_county",2015,0.141,2020,0.2176763047
"121","AR","calhoun_county",2015,0.35,2020,0.2062485566
"122","AR","carroll_county",2015,0.239,2020,0.1837273365
"123","AR","chicot_county",2015,0.362,2020,0.2310340952
"124","AR","clark_county",2015,0.119,2020,0.1933947371
"125","AR","clay_county",2015,0.21,2020,0.2033319098
"126","AR","cleburne_county",2015,0.284,2020,0.1740939805
"127","AR","cleveland_county",2015,0.217,2020,0.1903855979
"128","AR","columbia_county",2015,0.159,2020,0.2047642494
"129","AR","conway_county",2015,0.277,2020,0.1900093382
"130","AR","craighead_county",2015,0.183,2020,0.2076292084
"131","AR","crawford_county",2015,0.222,2020,0.1900417714
"132","AR","crittenden_county",2015,0.236,2020,0.23311338
"133","AR","cross_county",2015,0.338,2020,0.2048800941
"134","AR","dallas_county",2015,NA,2020,0.1921190612
"135","AR","desha_county",2015,0.239,2020,0.2425184846
"136","AR","drew_county",2015,0.181,2020,0.2083169978
"137","AR","faulkner_county",2015,0.18,2020,0.2053501532
"138","AR","franklin_county",2015,0.277,2020,0.2115018395
"139","AR","fulton_county",2015,0.292,2020,0.2001211507
"140","AR","garland_county",2015,0.277,2020,0.1941584472
"141","AR","grant_county",2015,0.39,2020,0.1822224582
"142","AR","greene_county",2015,0.177,2020,0.1962221677
"143","AR","hempstead_county",2015,0.187,2020,0.2217665818
"144","AR","hot_spring_county",2015,0.278,2020,0.2033352685
"145","AR","howard_county",2015,0.203,2020,0.2185560495
"146","AR","independence_county",2015,0.232,2020,0.19872211
"147","AR","izard_county",2015,0.257,2020,0.1966108929
"148","AR","jackson_county",2015,0.27,2020,0.2209812435
"149","AR","jefferson_county",2015,0.249,2020,0.2133182297
"150","AR","johnson_county",2015,0.244,2020,0.2075246524
"151","AR","lafayette_county",2015,NA,2020,0.2014548405
"152","AR","lawrence_county",2015,0.163,2020,0.1939464182
"153","AR","lee_county",2015,0.184,2020,0.2477022901
"154","AR","lincoln_county",2015,0.246,2020,0.2246742069
"155","AR","little_river_county",2015,0.222,2020,0.2106474717
"156","AR","logan_county",2015,0.251,2020,0.2039945618
"157","AR","lonoke_county",2015,0.206,2020,0.1858597272
"158","AR","madison_county",2015,0.304,2020,0.2081386831
"159","AR","marion_county",2015,0.242,2020,0.1992201061
"160","AR","miller_county",2015,0.328,2020,0.214787182
"161","AR","mississippi_county",2015,0.295,2020,0.2364471247
"162","AR","monroe_county",2015,0.368,2020,0.2224046123
"163","AR","montgomery_county",2015,0.201,2020,0.1847042663
"164","AR","nevada_county",2015,0.349,2020,0.2128582266
"165","AR","newton_county",2015,0.392,2020,0.1900781447
"166","AR","ouachita_county",2015,0.233,2020,0.2284547864
"167","AR","perry_county",2015,0.324,2020,0.1891697361
"168","AR","phillips_county",2015,0.242,2020,0.2435440722
"169","AR","pike_county",2015,0.203,2020,0.2006153685
"170","AR","poinsett_county",2015,0.194,2020,0.2181181141
"171","AR","polk_county",2015,0.284,2020,0.2048396333
"172","AR","pope_county",2015,0.228,2020,0.1938562868
"173","AR","prairie_county",2015,0.268,2020,0.185468038
"174","AR","pulaski_county",2015,0.192,2020,0.1818088941
"175","AR","randolph_county",2015,0.192,2020,0.2048611877
"176","AR","st._francis_county",2015,0.218,2020,0.2412771764
"177","AR","saline_county",2015,0.23,2020,0.1649051872
"178","AR","scott_county",2015,0.317,2020,0.20044697
"179","AR","searcy_county",2015,0.201,2020,0.1992464737
"180","AR","sebastian_county",2015,0.214,2020,0.2164901995
"181","AR","sevier_county",2015,0.224,2020,0.1956147979
"182","AR","sharp_county",2015,0.311,2020,0.2108887981
"183","AR","stone_county",2015,0.265,2020,0.2045945154
"184","AR","union_county",2015,0.263,2020,0.1992321164
"185","AR","van_buren_county",2015,0.312,2020,0.1899563214
"186","AR","washington_county",2015,0.2,2020,0.1897260097
"187","AR","white_county",2015,0.175,2020,0.1934556732
"188","AR","woodruff_county",2015,0.221,2020,0.2144540376
"189","AR","yell_county",2015,0.231,2020,0.2080752636
"190","CA","california",2015,0.129,2020,0.1133626274
"191","CA","alameda_county",2015,0.106,2020,0.0973271034
"192","CA","alpine_county",2015,NA,2020,0.1445512374
"193","CA","amador_county",2015,0.212,2020,0.1083218967
"194","CA","butte_county",2015,0.192,2020,0.1376832727
"195","CA","calaveras_county",2015,0.191,2020,0.1095193564
"196","CA","colusa_county",2015,NA,2020,0.1221725592
"197","CA","contra_costa_county",2015,0.116,2020,0.0994058713
"198","CA","del_norte_county",2015,0.203,2020,0.151322448
"199","CA","el_dorado_county",2015,0.143,2020,0.1122036068
"200","CA","fresno_county",2015,0.139,2020,0.1335890782
"201","CA","glenn_county",2015,0.15,2020,0.1318078902
"202","CA","humboldt_county",2015,0.186,2020,0.1446850837
"203","CA","imperial_county",2015,0.124,2020,0.1284001073
"204","CA","inyo_county",2015,NA,2020,0.1183384737
"205","CA","kern_county",2015,0.16,2020,0.1531417715
"206","CA","kings_county",2015,0.125,2020,0.1427052113
"207","CA","lake_county",2015,0.245,2020,0.1440120094
"208","CA","lassen_county",2015,0.181,2020,0.1371878706
"209","CA","los_angeles_county",2015,0.123,2020,0.1084767811
"210","CA","madera_county",2015,0.138,2020,0.1344428413
"211","CA","marin_county",2015,0.097,2020,0.0972523376
"212","CA","mariposa_county",2015,0.204,2020,0.1174526322
"213","CA","mendocino_county",2015,0.182,2020,0.1290541382
"214","CA","merced_county",2015,0.117,2020,0.1412960646
"215","CA","modoc_county",2015,NA,2020,0.1382445839
"216","CA","mono_county",2015,NA,2020,0.1193671818
"217","CA","monterey_county",2015,0.125,2020,0.122499909
"218","CA","napa_county",2015,0.085,2020,0.0993284797
"219","CA","nevada_county",2015,0.141,2020,0.1150829657
"220","CA","orange_county",2015,0.109,2020,0.0931119744
"221","CA","placer_county",2015,0.081,2020,0.0978462072
"222","CA","plumas_county",2015,0.144,2020,0.1148955561
"223","CA","riverside_county",2015,0.146,2020,0.1249994432
"224","CA","sacramento_county",2015,0.146,2020,0.1155002855
"225","CA","san_benito_county",2015,NA,2020,0.1078318527
"226","CA","san_bernardino_county",2015,0.162,2020,0.1262827655
"227","CA","san_diego_county",2015,0.121,2020,0.1075317529
"228","CA","san_francisco_county",2015,0.095,2020,0.1032606238
"229","CA","san_joaquin_county",2015,0.164,2020,0.1170616622
"230","CA","san_luis_obispo_county",2015,0.091,2020,0.1078329694
"231","CA","san_mateo_county",2015,0.105,2020,0.0861335734
"232","CA","santa_barbara_county",2015,0.105,2020,0.1137731055
"233","CA","santa_clara_county",2015,0.103,2020,0.0826901401
"234","CA","santa_cruz_county",2015,0.101,2020,0.1144083433
"235","CA","shasta_county",2015,0.251,2020,0.1396353504
"236","CA","sierra_county",2015,NA,2020,0.1180830717
"237","CA","siskiyou_county",2015,0.238,2020,0.1406632602
"238","CA","solano_county",2015,0.135,2020,0.1170507434
"239","CA","sonoma_county",2015,0.14,2020,0.1007567654
"240","CA","stanislaus_county",2015,0.171,2020,0.1278975107
"241","CA","sutter_county",2015,0.187,2020,0.1195215245
"242","CA","tehama_county",2015,0.211,2020,0.1425897379
"243","CA","trinity_county",2015,0.234,2020,0.14700217
"244","CA","tulare_county",2015,0.145,2020,0.1379971224
"245","CA","tuolumne_county",2015,0.191,2020,0.113430194
"246","CA","ventura_county",2015,0.121,2020,0.1056102179
"247","CA","yolo_county",2015,0.081,2020,0.1090657764
"248","CA","yuba_county",2015,0.172,2020,0.1417914005
"249","CO","colorado",2015,0.169,2020,0.1462950476
"250","CO","adams_county",2015,0.216,2020,0.1632460542
"251","CO","alamosa_county",2015,0.173,2020,0.1728464256
"252","CO","arapahoe_county",2015,0.154,2020,0.1326355247
"253","CO","archuleta_county",2015,0.204,2020,0.1347607107
"254","CO","baca_county",2015,NA,2020,0.1517142555
"255","CO","bent_county",2015,0.267,2020,0.182172674
"256","CO","boulder_county",2015,0.115,2020,0.1131844178
"257","CO","broomfield_county",2015,0.126,2020,0.1162537796
"258","CO","chaffee_county",2015,0.203,2020,0.1348887293
"259","CO","cheyenne_county",2015,NA,2020,0.1400002554
"260","CO","clear_creek_county",2015,0.186,2020,0.1248321672
"261","CO","conejos_county",2015,0.21,2020,0.1555417496
"262","CO","costilla_county",2015,0.19,2020,0.1710449684
"263","CO","crowley_county",2015,0.155,2020,0.1862909285
"264","CO","custer_county",2015,0.154,2020,0.1365819137
"265","CO","delta_county",2015,0.237,2020,0.1459928244
"266","CO","denver_county",2015,0.195,2020,0.1466450335
"267","CO","dolores_county",2015,0.115,2020,0.1527942802
"268","CO","douglas_county",2015,0.083,2020,0.1072398599
"269","CO","eagle_county",2015,0.095,2020,0.1254690235
"270","CO","elbert_county",2015,0.152,2020,0.1273206469
"271","CO","el_paso_county",2015,0.178,2020,0.1426490991
"272","CO","fremont_county",2015,0.27,2020,0.1556983658
"273","CO","garfield_county",2015,0.184,2020,0.137636287
"274","CO","gilpin_county",2015,0.169,2020,0.1274212884
"275","CO","grand_county",2015,0.219,2020,0.1416864452
"276","CO","gunnison_county",2015,0.138,2020,0.1497135057
"277","CO","hinsdale_county",2015,NA,2020,0.1289484273
"278","CO","huerfano_county",2015,0.309,2020,0.1317363731
"279","CO","jackson_county",2015,NA,2020,0.1446295164
"280","CO","jefferson_county",2015,0.157,2020,0.1232012547
"281","CO","kiowa_county",2015,NA,2020,0.144157975
"282","CO","kit_carson_county",2015,0.173,2020,0.1411919389
"283","CO","lake_county",2015,0.146,2020,0.1496963299
"284","CO","la_plata_county",2015,0.174,2020,0.1477847781
"285","CO","larimer_county",2015,0.148,2020,0.1266767259
"286","CO","las_animas_county",2015,0.298,2020,0.1503614012
"287","CO","lincoln_county",2015,0.247,2020,0.1478317059
"288","CO","logan_county",2015,0.255,2020,0.1553359731
"289","CO","mesa_county",2015,0.201,2020,0.1563545096
"290","CO","mineral_county",2015,NA,2020,0.1274782424
"291","CO","moffat_county",2015,0.219,2020,0.1458158732
"292","CO","montezuma_county",2015,0.187,2020,0.1590556841
"293","CO","montrose_county",2015,0.155,2020,0.1543118127
"294","CO","morgan_county",2015,0.154,2020,0.1418606701
"295","CO","otero_county",2015,0.204,2020,0.1620947301
"296","CO","ouray_county",2015,NA,2020,0.1261668833
"297","CO","park_county",2015,0.157,2020,0.1285332438
"298","CO","phillips_county",2015,0.116,2020,0.1229095581
"299","CO","pitkin_county",2015,NA,2020,0.1226677279
"300","CO","prowers_county",2015,0.191,2020,0.1503808108
"301","CO","pueblo_county",2015,0.23,2020,0.1642811738
"302","CO","rio_blanco_county",2015,0.145,2020,0.1413355776
"303","CO","rio_grande_county",2015,0.197,2020,0.1419338155
"304","CO","routt_county",2015,0.098,2020,0.1435470545
"305","CO","saguache_county",2015,0.152,2020,0.1756015488
"306","CO","san_juan_county",2015,NA,2020,0.1601989225
"307","CO","san_miguel_county",2015,NA,2020,0.1437494483
"308","CO","sedgwick_county",2015,NA,2020,0.1385822997
"309","CO","summit_county",2015,0.095,2020,0.1371253802
"310","CO","teller_county",2015,0.226,2020,0.1229438244
"311","CO","washington_county",2015,0.137,2020,0.1353943021
"312","CO","weld_county",2015,0.178,2020,0.1374836378
"313","CO","yuma_county",2015,0.177,2020,0.1427780915
"314","CT","connecticut",2015,0.149,2020,0.1273098058
"315","CT","fairfield_county",2015,0.12,2020,0.1015789601
"316","CT","hartford_county",2015,0.15,2020,0.1135624802
"317","CT","litchfield_county",2015,0.172,2020,0.1206314117
"318","CT","middlesex_county",2015,0.15,2020,0.1131644061
"319","CT","new_haven_county",2015,0.16,2020,0.1284395197
"320","CT","new_london_county",2015,0.177,2020,0.1235083973
"321","CT","tolland_county",2015,0.138,2020,0.1054348999
"322","CT","windham_county",2015,0.18,2020,0.1435695184
"323","DE","delaware",2015,0.18,2020,0.1703005972
"324","DE","kent_county",2015,0.212,2020,0.168237595
"325","DE","new_castle_county",2015,0.164,2020,0.1524255813
"326","DE","sussex_county",2015,0.198,2020,0.1608500117
"327","DC","district_of_columbia",2015,0.157,2020,0.1596559215
"328","DC","district_of_columbia",2015,0.157,2020,0.1596559215
"329","DC","district_of_columbia",2015,0.157,2020,0.1596559215
"330","DC","district_of_columbia",2015,0.157,2020,0.1596559215
"331","FL","florida",2015,0.18,2020,0.1609237241
"332","FL","alachua_county",2015,0.144,2020,0.1638085209
"333","FL","baker_county",2015,0.202,2020,0.2273195642
"334","FL","bay_county",2015,0.245,2020,0.2270820448
"335","FL","bradford_county",2015,0.132,2020,0.2294073777
"336","FL","brevard_county",2015,0.218,2020,0.1686641229
"337","FL","broward_county",2015,0.143,2020,0.1459379255
"338","FL","calhoun_county",2015,0.302,2020,0.2238488545
"339","FL","charlotte_county",2015,0.221,2020,0.1576080571
"340","FL","citrus_county",2015,0.238,2020,0.1958715605
"341","FL","clay_county",2015,0.209,2020,0.1988600481
"342","FL","collier_county",2015,0.145,2020,0.1444190985
"343","FL","columbia_county",2015,0.239,2020,0.2329481531
"344","FL","desoto_county",2015,0.161,2020,0.213119303
"345","FL","dixie_county",2015,0.312,2020,0.2465165047
"346","FL","duval_county",2015,0.204,2020,0.1979015836
"347","FL","escambia_county",2015,0.219,2020,0.2024583017
"348","FL","flagler_county",2015,0.225,2020,0.1742753178
"349","FL","franklin_county",2015,NA,2020,0.1952304626
"350","FL","gadsden_county",2015,0.177,2020,0.2037359451
"351","FL","gilchrist_county",2015,0.244,2020,0.2125315772
"352","FL","glades_county",2015,0.175,2020,0.2043130385
"353","FL","gulf_county",2015,0.24,2020,0.2020930676
"354","FL","hamilton_county",2015,0.211,2020,0.2212851741
"355","FL","hardee_county",2015,0.209,2020,0.1916888247
"356","FL","hendry_county",2015,0.225,2020,0.1979327403
"357","FL","hernando_county",2015,0.226,2020,0.1921522308
"358","FL","highlands_county",2015,0.186,2020,0.1873496139
"359","FL","hillsborough_county",2015,0.183,2020,0.1745554437
"360","FL","holmes_county",2015,0.218,2020,0.2085774723
"361","FL","indian_river_county",2015,0.189,2020,0.1548721559
"362","FL","jackson_county",2015,0.183,2020,0.2305529709
"363","FL","jefferson_county",2015,0.181,2020,0.1957505312
"364","FL","lafayette_county",2015,0.167,2020,0.2230195641
"365","FL","lake_county",2015,0.149,2020,0.1684582545
"366","FL","lee_county",2015,0.197,2020,0.1434388772
"367","FL","leon_county",2015,0.151,2020,0.1732757863
"368","FL","levy_county",2015,0.2,2020,0.2361738764
"369","FL","liberty_county",2015,0.231,2020,0.235530174
"370","FL","madison_county",2015,0.205,2020,0.2068669669
"371","FL","manatee_county",2015,0.171,2020,0.1521862411
"372","FL","marion_county",2015,0.21,2020,0.1866500418
"373","FL","martin_county",2015,0.174,2020,0.143212814
"374","FL","miami-dade_county",2015,0.118,2020,0.1647941001
"375","FL","monroe_county",2015,0.221,2020,0.1717289846
"376","FL","nassau_county",2015,0.2,2020,0.1938886901
"377","FL","okaloosa_county",2015,0.216,2020,0.1846803109
"378","FL","okeechobee_county",2015,0.199,2020,0.2146020926
"379","FL","orange_county",2015,0.151,2020,0.1559988113
"380","FL","osceola_county",2015,0.213,2020,0.1779141006
"381","FL","palm_beach_county",2015,0.141,2020,0.1591610596
"382","FL","pasco_county",2015,0.259,2020,0.1862961317
"383","FL","pinellas_county",2015,0.2,2020,0.1641154198
"384","FL","polk_county",2015,0.195,2020,0.1913550896
"385","FL","putnam_county",2015,0.274,2020,0.2362047179
"386","FL","st._johns_county",2015,0.136,2020,0.1505904672
"387","FL","st._lucie_county",2015,0.161,2020,0.1806928261
"388","FL","santa_rosa_county",2015,0.237,2020,0.1921804774
"389","FL","sarasota_county",2015,0.19,2020,0.1503047218
"390","FL","seminole_county",2015,0.183,2020,0.1564200647
"391","FL","sumter_county",2015,0.13,2020,0.1220471541
"392","FL","suwannee_county",2015,0.244,2020,0.2256795641
"393","FL","taylor_county",2015,0.291,2020,0.2378792935
"394","FL","union_county",2015,0.273,2020,0.2326413847
"395","FL","volusia_county",2015,0.224,2020,0.1836018578
"396","FL","wakulla_county",2015,0.248,2020,0.19240292
"397","FL","walton_county",2015,0.227,2020,0.2124002419
"398","FL","washington_county",2015,0.267,2020,0.2289872042
"399","GA","georgia",2015,0.181,2020,0.1745379888
"400","GA","appling_county",2015,0.278,2020,0.2018941483
"401","GA","atkinson_county",2015,NA,2020,0.2182220051
"402","GA","bacon_county",2015,NA,2020,0.1937887099
"403","GA","baker_county",2015,NA,2020,0.1711840459
"404","GA","baldwin_county",2015,0.241,2020,0.198179384
"405","GA","banks_county",2015,0.275,2020,0.1772227826
"406","GA","barrow_county",2015,0.261,2020,0.1708354859
"407","GA","bartow_county",2015,0.213,2020,0.1917636642
"408","GA","ben_hill_county",2015,0.233,2020,0.2056249755
"409","GA","berrien_county",2015,0.296,2020,0.2000949732
"410","GA","bibb_county",2015,0.167,2020,0.1906692325
"411","GA","bleckley_county",2015,0.197,2020,0.1801917368
"412","GA","brantley_county",2015,0.241,2020,0.1972935747
"413","GA","brooks_county",2015,0.217,2020,0.1890686641
"414","GA","bryan_county",2015,0.131,2020,0.1651209634
"415","GA","bulloch_county",2015,0.194,2020,0.1937250384
"416","GA","burke_county",2015,0.088,2020,0.2050694772
"417","GA","butts_county",2015,NA,2020,0.1924937502
"418","GA","calhoun_county",2015,NA,2020,0.2363789369
"419","GA","camden_county",2015,0.243,2020,0.1687588223
"420","GA","candler_county",2015,0.272,2020,0.2166647768
"421","GA","carroll_county",2015,0.215,2020,0.1804092595
"422","GA","catoosa_county",2015,0.229,2020,0.1499833827
"423","GA","charlton_county",2015,0.322,2020,0.1932282605
"424","GA","chatham_county",2015,0.188,2020,0.1708011422
"425","GA","chattahoochee_county",2015,NA,2020,0.1796519498
"426","GA","chattooga_county",2015,0.289,2020,0.189376894
"427","GA","cherokee_county",2015,0.167,2020,0.1456346013
"428","GA","clarke_county",2015,0.122,2020,0.2013169477
"429","GA","clay_county",2015,NA,2020,0.2419900408
"430","GA","clayton_county",2015,0.17,2020,0.1862880992
"431","GA","clinch_county",2015,NA,2020,0.2364821213
"432","GA","cobb_county",2015,0.141,2020,0.1263402736
"433","GA","coffee_county",2015,0.215,2020,0.1970080576
"434","GA","colquitt_county",2015,0.239,2020,0.2096915254
"435","GA","columbia_county",2015,0.164,2020,0.136919616
"436","GA","cook_county",2015,0.225,2020,0.1991139721
"437","GA","coweta_county",2015,0.161,2020,0.1577801161
"438","GA","crawford_county",2015,0.283,2020,0.1807645403
"439","GA","crisp_county",2015,0.199,2020,0.2131708527
"440","GA","dade_county",2015,0.196,2020,0.1552889893
"441","GA","dawson_county",2015,0.292,2020,0.1459763835
"442","GA","decatur_county",2015,0.244,2020,0.1914172658
"443","GA","dekalb_county",2015,0.108,2020,0.1581843209
"444","GA","dodge_county",2015,0.189,2020,0.1920312436
"445","GA","dooly_county",2015,NA,2020,0.1958200078
"446","GA","dougherty_county",2015,0.185,2020,0.2160755319
"447","GA","douglas_county",2015,0.148,2020,0.1663996106
"448","GA","early_county",2015,0.242,2020,0.2101910991
"449","GA","echols_county",2015,NA,2020,0.1909455169
"450","GA","effingham_county",2015,0.179,2020,0.1627983515
"451","GA","elbert_county",2015,0.188,2020,0.1784173617
"452","GA","emanuel_county",2015,NA,2020,0.2122506496
"453","GA","evans_county",2015,0.299,2020,0.1926908961
"454","GA","fannin_county",2015,0.267,2020,0.1571593959
"455","GA","fayette_county",2015,0.123,2020,0.1282138586
"456","GA","floyd_county",2015,0.206,2020,0.1700582991
"457","GA","forsyth_county",2015,0.124,2020,0.125461395
"458","GA","franklin_county",2015,0.195,2020,0.1835444407
"459","GA","fulton_county",2015,0.133,2020,0.1492550946
"460","GA","gilmer_county",2015,0.223,2020,0.1563764656
"461","GA","glascock_county",2015,NA,2020,0.1735144645
"462","GA","glynn_county",2015,0.18,2020,0.163922857
"463","GA","gordon_county",2015,0.236,2020,0.1800746666
"464","GA","grady_county",2015,0.264,2020,0.1904889936
"465","GA","greene_county",2015,0.126,2020,0.1684801455
"466","GA","gwinnett_county",2015,0.136,2020,0.1449513425
"467","GA","habersham_county",2015,0.252,2020,0.1633135582
"468","GA","hall_county",2015,0.166,2020,0.1563684314
"469","GA","hancock_county",2015,NA,2020,0.2156114069
"470","GA","haralson_county",2015,0.299,2020,0.1750771366
"471","GA","harris_county",2015,0.185,2020,0.1369267077
"472","GA","hart_county",2015,NA,2020,0.1757067175
"473","GA","heard_county",2015,NA,2020,0.1754117313
"474","GA","henry_county",2015,0.207,2020,0.1581382504
"475","GA","houston_county",2015,0.204,2020,0.1719316325
"476","GA","irwin_county",2015,NA,2020,0.2033767541
"477","GA","jackson_county",2015,0.243,2020,0.1569343273
"478","GA","jasper_county",2015,0.21,2020,0.1911841204
